usuario_id,qtd_jogos,qtd_avaliacoes
6598321,134,1
6604533,61,2
6606851,82,3
6608918,43,6
6624348,170,1
6635295,62,8
6650606,37,1
6672587,58,5
6678533,139,10
6684554,15,1
6689002,254,4
6712655,44,5
6716740,178,4
6788862,19,1
6792219,24,3
6796912,55,8
6804907,250,1
6807237,69,1
6824219,11,2
6826601,79,1
6852098,71,1
6867224,13,1
6878147,50,9
6878825,53,2
6885332,20,2
15189,180,7
32463,37,7
46262,56,5
48451,40,2
48745,43,3
62028,20,2
62527,9,1
66556,19,1
78824,22,3
115489,121,8
125183,28,1
139667,7,1
171374,81,1
224448,115,1
227585,11,1
237743,4,2
238829,15,2
251521,13,2
269480,26,1
296175,31,4
312174,17,1
321783,8,1
336505,25,3
347291,31,2
347458,76,11
365576,53,2
366898,19,3
383367,111,6
393637,36,2
398458,47,6
400489,70,18
401630,11,1
413190,6,1
413448,280,7
424390,33,2
436768,38,1
453729,11,1
468586,243,3
471010,144,4
501759,14,3
513762,48,1
514518,188,10
541901,13,1
549803,45,3
557382,4,1
560775,33,5
580016,8,1
580745,28,2
592244,39,1
596920,7,1
602792,57,1
612964,13,1
613423,54,5
632702,5,1
634180,38,3
642120,26,1
654766,8,1
674028,108,3
679610,18,1
680400,15,1
710798,113,12
728110,32,2
733607,9,6
738762,110,2
769601,42,3
774535,5,1
775459,7,2
777408,9,2
808664,17,1
810014,82,1
824444,301,1
839887,15,1
843065,4,1
848970,162,11
849430,76,6
872828,40,7
881424,39,2
884868,23,6
894116,76,3
894269,63,1
895063,29,6
918500,5,1
939090,41,3
946630,23,1
951235,16,1
960814,36,6
960822,18,1
964997,777,11
966347,28,4
968965,31,2
969827,17,2
971781,107,2
972986,11,2
976842,20,1
978601,1014,34
982140,210,10
990940,7,1
991693,58,4
996997,33,2
998658,12,3
1002751,9,1
1004946,20,2
1013360,8,1
1022558,9,1
1025707,20,2
1027366,6,1
1033531,4,1
1054497,86,2
1061862,23,3
1071815,7,1
1074704,26,4
1081357,5,1
1091104,5,2
1101983,11,1
1124432,55,3
1129880,42,5
1146590,30,1
1147571,10,1
1150922,14,1
1159685,4,1
1161122,35,1
1162311,33,1
1179024,64,2
1195339,50,1
1202223,2,1
1202824,377,16
1206552,112,3
1212878,9,1
1228977,16,1
1237257,19,5
1238244,23,4
1240307,27,1
1245726,25,3
1273612,44,9
1291847,16,1
1302084,55,2
1323139,67,3
1334341,9,1
1346704,15,1
1348040,30,2
1368975,15,1
1375192,7,1
1379080,95,3
1383282,21,3
1384588,36,2
1387149,5,3
1394609,21,8
1399170,28,1
1410048,12,1
1411657,19,2
1417059,4,1
1424568,145,4
1427531,80,21
1439660,14,2
1440803,16,2
1464570,7,1
1465329,20,2
1472759,2,1
1482392,53,2
1509907,36,1
1532732,27,6
1544255,97,11
1547866,5,1
1550871,30,1
1554502,6,1
1562500,22,1
1565955,54,5
1580785,3,1
1611480,14,1
1615185,6,1
1615861,9,1
1631859,4,1
1633993,28,4
1644004,3,1
1650609,3,1
1650941,15,3
1654184,17,2
1660887,38,7
1662001,39,14
1683954,6,1
1693238,28,2
1705741,109,16
1708727,18,7
1719603,15,1
1727594,82,5
1733006,8,1
1742345,11,1
1745681,80,1
1749771,25,2
1750135,6,2
1750160,6,1
1750857,5,2
1755393,7,2
1789009,14,1
1814307,8,1
1821392,30,3
1822511,21,1
1831608,5,1
1833527,27,6
1835227,14,1
1837870,5,1
1839190,8,1
1850412,16,3
1853435,8,1
1855476,3,1
1858044,19,1
1866898,24,3
1880097,0,1
1882139,7,1
1894075,8,3
1903273,7,2
1912870,0,1
1916096,13,1
1922802,6,1
1930184,31,1
1948103,6,1
1950888,7,1
1951511,36,1
1955520,2,1
1958899,0,1
1960851,8,1
1988538,3,1
1990093,108,4
1993520,36,1
2010461,12,1
2066110,13,1
2079850,25,1
2092523,2,1
2135432,23,1
2137574,31,1
2153863,2,1
2168969,35,1
2195667,42,3
2197946,5,2
2203333,5,2
2214784,25,5
2215525,8,1
2217904,33,1
2222639,2,1
2227460,15,1
2231397,10,2
2231627,12,3
2232606,6,1
2245580,12,1
2248644,7,1
2250655,0,1
2260757,53,6
2275629,5,2
2301206,4,1
2301413,0,1
2305475,31,1
2308418,19,1
2309499,5,1
2313239,2,1
2313771,0,1
2315648,4,1
2318358,0,1
5694581,1475,47
4893734,74,1
5353880,154,2
740072,230,8
3395045,145,1
4512230,563,13
4945665,239,1
5317317,484,6
5410573,514,2
5496509,186,8
5589015,217,2
5759513,502,9
5763874,294,8
5901900,128,1
5930566,101,3
6103308,856,30
171499,384,3
207846,348,3
243379,703,14
273347,608,4
377758,168,1
400296,283,3
497503,355,12
540367,355,1
696237,486,3
717940,400,27
1326241,44,3
1567113,1225,5
1592571,144,3
1656814,398,1
2130170,570,27
2141786,110,1
2152896,24,1
2222339,415,8
2483722,2321,8
2580284,524,16
2742966,32,3
2830483,691,7
3072974,481,11
3082332,144,1
3142789,849,17
3238756,26,1
3250876,721,2
3346863,221,5
3360293,92,4
3379517,632,6
3392640,72,3
3421268,99,1
3471531,170,1
3554269,526,10
3608033,314,2
3650326,413,4
3662802,327,3
3675551,666,10
3717412,171,3
3737900,86,5
3746745,49,1
3806429,108,3
3930188,385,1
3942558,114,3
4013096,399,5
4052097,153,1
4077397,837,6
4097192,223,12
4123961,125,7
4173189,421,4
4260566,17,1
4286953,158,2
4327056,564,2
4348697,334,2
4369589,224,1
4379050,205,4
4450852,463,1
4467162,179,1
4480613,458,2
4491128,244,12
4535830,266,1
4589890,259,2
4605412,83,3
4614119,185,1
4629561,218,5
4681908,277,2
4685192,146,2
4709246,425,3
4741940,453,9
4754023,442,5
4754737,154,7
4803664,190,1
4818177,263,2
4850774,909,7
4881675,119,3
4892799,32,1
4906026,535,2
4917382,25,2
4934628,227,14
5003658,846,16
5028525,112,1
5038315,247,1
5047275,221,6
5078604,239,4
5101876,16,2
5128705,116,2
5136340,76,2
5168527,84,3
5195175,182,8
5256075,810,10
5261397,447,18
5261630,3120,85
5263919,139,4
5270303,323,1
5274011,242,1
5274054,215,6
5275457,77,4
5277164,208,1
5281004,30,1
5289666,1265,11
5291213,122,12
5303580,490,3
5304899,47,1
5307494,144,5
5310330,172,2
5318500,119,9
5320376,671,27
5320891,259,17
5324597,71,1
5339848,157,9
5342907,68,1
5352027,248,1
5352117,170,1
5361731,2518,11
5362949,95,11
5366315,451,14
5383489,120,4
5408160,315,16
5410171,492,5
5424479,486,12
5441720,88,1
5449722,226,1
5454496,272,8
5454806,959,30
5473330,263,1
5483668,2539,6
5486797,576,8
5489622,89,1
5498261,283,2
5501273,109,3
5505649,29,2
5521562,551,10
5522581,272,9
5525741,539,22
5530398,165,3
5541608,427,6
5544775,78,1
5552177,114,2
5564845,178,6
5570290,254,3
5578493,145,3
5587298,501,1
5612492,15,1
5615163,285,4
5622365,254,13
5633319,215,1
5642459,240,4
5660483,798,5
5667769,199,3
5669689,340,29
5672436,51,4
5672586,957,6
5678680,202,4
5680556,260,3
5681408,48,2
5704925,154,1
5714885,46,1
5722808,115,4
5724152,174,28
5727536,426,6
5735875,27,1
5763483,207,1
5774126,1045,12
5777894,62,4
5778664,66,20
5797557,133,2
5800733,190,1
5809856,254,9
5812318,151,2
5816455,74,1
5816493,493,9
5817437,47,1
5817990,125,1
5826890,752,2
5837395,128,1
5850706,133,3
5863474,45,1
5863940,39,6
5873363,177,16
5880155,417,9
5905208,41,4
5909337,73,3
5915385,444,5
5920467,361,12
5952199,185,1
5958635,87,5
5967538,189,1
6041327,1195,1
6060817,169,4
6078021,12,1
6081320,1768,68
6094638,306,1
6163216,94,5
6172988,206,10
6186780,101,2
6193102,380,10
6196219,91,2
6213701,231,11
6239472,26,1
6246791,34,2
6258653,112,1
6305845,339,5
6391153,45,1
6401097,129,1
6412012,165,2
6422959,237,5
6453946,603,19
6472876,153,1
6478802,47,1
6483691,410,1
6499851,144,1
6506863,33,1
6536861,88,9
6538328,100,2
6540762,233,14
6626470,5,1
6673280,423,10
6693262,306,15
6703646,64,2
6721171,142,4
6723246,279,34
6739207,27,1
6743808,406,19
6752221,138,15
6754421,265,5
6763991,284,2
6781072,5,1
6826879,1588,7
6839733,672,7
6847935,198,2
6893765,131,2
6898211,31,1
17266,75,1
22984,261,1
27120,1059,1
47375,127,1
61207,170,19
76529,124,1
144232,504,10
148295,241,4
231169,180,10
245756,10,1
269391,572,14
282276,339,2
294490,327,10
306891,1431,10
310067,29,1
374218,22,1
416096,68,3
438746,180,3
470929,160,1
484857,303,12
501769,380,5
517587,103,2
583637,46,1
600288,157,1
617018,1110,2
630518,254,4
638091,102,2
640607,39,1
688757,119,2
712400,129,2
733178,136,7
733798,87,3
738987,80,5
783399,49,2
877288,26,1
908577,461,2
915606,42,2
1011292,24,1
1043104,86,1
1064771,390,1
1071690,255,5
1082355,44,1
1115932,259,38
1137053,155,5
1219480,50,4
1255665,1012,64
1273959,107,3
1292978,101,2
1323494,41,1
1346023,54,2
1378032,120,1
1385053,856,15
1402848,238,22
1424711,82,1
1446910,104,4
1460968,233,3
1507270,625,6
1522658,40,2
1536789,163,4
1544423,129,12
1588031,1676,18
1593260,40,3
1601253,126,4
1604431,213,4
1625306,56,2
1634982,615,5
1697134,60,2
1747734,199,8
1753955,19,2
1758207,449,11
1759638,33,1
1785420,740,4
1823313,130,3
1924620,342,15
1935327,108,2
1939998,154,14
1979137,1327,20
2009586,158,1
2053824,354,2
2055434,74,6
2071558,56,1
2074324,111,2
2105731,85,10
2110708,171,3
2119311,768,58
2133046,60,2
2187092,109,2
2218739,364,6
2221347,272,28
2252054,623,3
2255526,73,5
2290550,354,12
2300706,41,2
2304169,50,1
2306570,170,10
2309746,117,1
2321217,125,6
2327278,456,19
2345021,46,2
2349068,88,2
2371430,168,1
2374134,77,2
2419898,748,5
2426527,282,3
2460732,151,8
2468069,132,1
2492305,152,2
2505837,364,7
2526333,104,5
2529290,150,15
2531259,195,7
2532448,16,2
2533570,21,1
2597809,629,4
2608758,165,2
2654898,103,3
2662406,364,8
2663855,289,3
2667808,75,9
2672203,1283,1
2676431,198,1
2696194,255,2
2713199,176,4
2738419,43,5
2741150,33,1
2758172,188,2
2761120,168,4
2766625,22,1
2772355,214,19
2811303,274,4
2823815,93,3
2885376,398,28
2885842,14,1
2886543,77,5
2909589,197,6
2935453,99,2
2967480,43,4
2986997,533,1
2989698,123,4
3006934,50,5
3009721,134,3
3011528,14,2
3028427,196,7
3034541,106,9
3078448,120,4
3111038,27,1
3127880,110,1
3132976,22,1
3140885,131,2
3144103,680,11
3159109,109,1
3160784,75,3
3171518,83,1
3173353,13,1
3179489,116,1
3210584,191,1
3210806,10,2
3221047,8,4
3228084,180,1
3244650,159,3
3259883,47,1
3280317,47,5
3288832,170,1
3300532,58,3
3309465,94,3
3336037,243,17
3339624,398,11
3343450,116,1
3345695,211,3
3354245,115,2
3358159,10,1
3365180,582,10
3368355,454,12
3374596,99,16
3383869,47,1
3409936,58,7
3441071,64,8
3448682,100,8
3474338,4,2
3486180,76,6
3505754,11,1
3515252,48,2
3522167,67,3
3538164,66,4
3549066,86,5
3561102,142,10
3572168,58,2
3576995,153,4
3579001,155,4
3632873,156,28
3643719,114,1
3659290,16,1
3666614,198,1
3669400,78,10
3671077,130,3
3680674,46,11
3736519,169,8
3740728,157,2
3748777,45,4
3753595,347,13
3758990,146,5
3764622,2435,13
3765628,53,1
3770828,152,2
3773023,282,3
3794456,19,2
3819704,48,2
3824414,52,4
3852003,67,8
3867597,52,4
3883536,47,4
3898644,157,4
3925094,57,2
3930955,87,1
3937594,112,3
3955424,76,5
3992928,23,3
4007147,90,2
4025791,9,2
4028536,52,1
4046041,23,2
4077509,73,2
4084937,89,1
4085487,19,1
4089952,142,4
4102156,26,7
4123295,78,1
4139162,11,2
4142236,3,1
4163396,15,1
4175178,48,4
4180597,61,1
4193713,22,1
4194450,71,1
4206449,136,4
4231791,99,2
4236586,85,3
4246216,42,1
4251255,179,8
4257295,107,2
4271006,327,1
4271541,261,17
4280900,43,1
4282435,23,1
4285110,82,4
4299389,33,4
4306430,103,1
4306684,48,1
4341612,95,7
4344520,121,4
4392258,2,1
4403632,109,4
4409156,70,1
4409770,152,4
4421258,69,4
4424749,56,3
4426687,71,3
4460193,30,4
4476319,23,2
4503480,14,2
4505543,28,2
4506052,74,1
4511054,41,2
4512563,56,4
4515546,13,2
4518769,60,1
4521696,7,3
4529226,56,2
4540620,297,41
4570515,12,2
4580414,26,3
4584196,49,7
4611314,83,2
4616180,17,1
4617374,74,6
4652280,146,4
4660230,22,3
4669548,111,4
4677511,33,1
4687123,48,1
4695352,98,8
4737545,23,7
4762177,41,1
4767872,152,1
4787446,61,8
4788792,169,28
4793993,48,1
4795520,98,1
4845418,21,3
4851680,42,4
4872824,9,3
4902166,16,2
4903614,176,2
4926368,42,1
4929838,21,3
4947609,161,16
4956751,30,2
4960206,36,6
4983383,85,4
4991910,113,8
5005827,34,2
5010456,51,2
5014393,64,1
5016805,33,1
5033615,106,1
5034704,30,1
5056928,49,1
5059738,5,1
5075631,28,2
5092394,65,2
5130754,44,1
5140447,52,1
5156792,99,2
5164275,25,1
5199776,20,1
5217055,58,22
5217574,47,2
5233186,98,4
5247997,11,1
5994023,39,3
5994386,19,1
5995578,36,4
6005868,138,10
6007173,103,1
6014167,37,7
6031678,12,2
6037034,35,5
6047452,43,2
6075849,96,5
6080651,13,1
6090672,381,17
6102028,51,2
6108117,6,1
6125116,72,1
6130766,2,2
6150128,453,12
6156535,21,2
6158913,59,1
6160137,82,15
6177308,20,2
6206108,35,1
6209389,177,5
6216672,23,1
6217693,87,1
6219219,22,1
6221723,27,4
6222254,29,1
6232992,56,7
6244372,58,1
6249176,16,4
6296384,81,5
6305782,19,2
6310378,29,8
6313759,73,1
6317408,56,2
6337236,95,9
6337762,66,10
6340309,6,1
6341694,155,9
6347550,13,2
6390073,53,4
6408822,66,11
6409246,11,1
6441767,70,3
6469278,21,4
6483815,24,1
6491322,338,4
6496907,268,9
6509457,182,1
6514630,9,1
6521507,79,2
6546230,30,1
6585089,169,7
6585911,45,1
6588547,54,5
6594260,70,2
6609069,24,1
6628825,120,1
6643767,75,15
6648971,24,6
6653485,365,5
6669285,14,6
6691709,4,1
6778452,49,1
6792347,56,4
6801308,75,4
6803659,5,1
6813881,176,11
6886960,32,2
5773,10,1
9921,75,22
16062,5,1
26240,26,1
30591,35,5
49050,5,1
66148,18,1
72394,37,6
75442,22,8
78775,43,2
85901,21,4
89755,69,1
89913,34,2
103534,13,2
116939,18,1
117820,23,3
130576,76,2
148341,7,1
160672,151,3
161855,7,1
162849,46,2
166401,42,7
168196,18,1
168866,170,2
184791,143,6
190701,27,1
202160,9,1
224932,30,2
234896,7,1
236571,668,5
265797,40,1
280602,31,2
281935,20,2
286118,4,1
297805,34,2
298635,102,2
320245,185,2
327423,43,4
331664,71,1
333792,71,1
337159,30,1
354395,19,1
394467,10,1
411231,12,2
425206,28,1
426035,98,11
438017,55,2
449448,5,1
465401,51,5
468152,14,1
476498,53,1
476894,7,1
477007,8,2
489779,7,2
499125,170,2
501747,11,1
503753,41,5
508155,81,1
527614,118,4
533434,21,1
553075,72,1
576324,24,1
582033,17,1
595004,41,1
627396,4,1
634671,32,2
645910,9,1
668667,15,8
671670,310,63
681279,19,1
683614,5,2
691906,26,7
715137,30,5
716922,41,6
725401,49,1
728829,9,3
734060,24,1
750498,19,1
753116,18,1
755959,16,1
757238,2,1
761540,36,1
775420,31,2
790598,16,3
795964,5,1
810031,0,1
815185,24,1
822607,2,1
829300,10,2
844524,16,3
846966,23,2
852570,31,2
857415,18,6
866369,102,16
872007,67,3
873559,137,5
894023,6,1
898987,14,1
920606,46,18
922860,5,1
926072,46,2
940688,52,2
946850,10,2
958144,6,2
963242,12,2
972383,47,3
973392,0,1
985921,15,2
998875,42,3
1001968,14,1
1020278,17,2
1021756,26,1
1022944,112,2
1034516,9,1
1045608,30,1
1055929,12,2
1110988,140,2
1115989,10,1
1122198,26,1
1135494,16,1
1159902,73,12
1162081,157,1
1165380,60,12
1165764,47,3
1165950,15,2
1173501,27,5
1180904,142,1
1192347,7,1
1198098,34,1
1199687,6,3
1200987,6,1
1202149,14,1
1208397,6,2
1212204,2,1
1218876,10,1
1219780,31,1
1223479,28,3
1231524,67,2
1231957,14,5
1238037,29,2
1260075,48,1
1264097,3,1
1279959,8,3
1294594,6,2
1295569,12,1
1307286,17,1
1316349,6,1
1329494,44,2
1331643,17,3
1340803,28,1
1353652,6,1
1365061,12,1
1376303,13,3
1414652,13,1
1421390,3,1
1426096,15,2
1451608,4,1
1459032,11,4
1482930,12,1
1486709,12,2
1501657,33,2
1502038,16,5
1548346,21,3
1550897,12,1
1560277,14,1
1567442,15,1
1571081,30,4
1580715,48,4
1587903,15,2
1597765,23,1
1598288,2,1
1638304,9,1
1643454,19,1
1647994,46,3
1648129,12,2
1652791,27,1
1658304,79,1
1661681,13,1
1668887,58,1
1676302,63,1
1678176,57,3
1679878,81,2
1686440,151,7
1698115,45,7
1701720,50,3
1705316,10,2
1708890,2,1
1722535,6,1
1723497,10,2
1724123,115,1
1724271,15,1
1725275,8,1
1738189,15,2
1762825,6,3
1764799,24,3
1775290,3,1
1776653,3,1
1785625,17,1
1785954,14,1
1788229,8,2
1790207,19,6
1794883,25,2
1804470,2,2
1821659,13,1
1823663,11,1
1825073,7,1
1834756,38,6
1836385,2,1
1836607,7,1
1845825,2,1
1847403,4,1
1851532,3,1
1857149,6,1
1861461,3,2
1866624,55,3
1866732,5,1
1867564,28,1
1868414,24,5
1885208,5,1
1885776,5,1
1890972,8,1
1892575,5,2
1893227,0,1
1893853,24,1
1894054,2,2
1895002,3,1
1901719,0,1
1905756,6,1
1914816,7,1
1927187,52,6
1928330,29,2
1960940,2,1
1964515,4,1
1975837,34,2
1992487,6,1
1996123,3,1
2002405,12,1
2043897,24,3
2097162,7,1
2134609,0,1
2138537,8,2
2139982,3,1
2144071,6,1
2157209,19,5
2160266,30,4
2170253,48,3
2178217,11,1
2191434,10,1
2199903,0,1
2207252,18,4
2216977,3,1
2217001,0,1
2221991,69,6
2225041,0,1
2225608,46,3
2227481,2,1
2241933,7,4
2246733,20,2
2269679,10,3
2275579,0,1
2285889,3,1
2286948,76,1
2300161,7,1
2302341,2,1
2302739,7,1
2308495,9,1
2308826,6,2
2309182,2,1
2314920,3,1
2315522,3,1
2317807,0,1
923789,460,10
3752335,261,1
5748809,132,1
6398163,613,4
2008952,292,2
3202582,339,1
3696225,356,11
4089983,763,23
4447327,291,3
5268029,118,2
5323484,548,13
5626833,31,2
5661670,36,2
5670327,171,4
5788759,296,13
5850807,550,2
6240335,287,17
6304792,3469,22
6558071,399,1
6715983,824,11
6834031,568,19
6837305,212,2
36685,295,8
147305,482,1
217241,420,3
329191,180,2
337415,274,17
356924,103,3
454715,27,3
627566,232,7
628501,247,7
690131,88,2
1068647,57,3
1162654,133,1
1524201,319,19
1653187,362,2
1908882,95,2
1948117,390,20
1968302,204,3
2030803,229,5
2042958,4555,65
2676167,565,1
2782087,2279,97
2890169,139,16
2900023,309,1
3018452,366,3
3035744,580,12
3058451,1019,6
3103219,27,1
3179857,403,1
3292192,991,18
3294970,315,1
3386340,99,1
3402022,2076,24
3556608,120,4
3563496,398,7
3670257,311,30
3690786,130,1
3726273,541,5
3751195,281,2
3765712,904,17
3795635,237,2
3810973,674,3
3817665,282,1
3833808,141,4
3895054,529,5
3926322,348,14
3946652,90,2
4034073,283,1
4042002,397,4
4110674,418,4
4141868,529,12
4149139,682,1
4156447,808,2
4162269,392,45
4184351,665,4
4193473,656,31
4215558,90,1
4216984,70,6
4354139,244,10
4404057,88,1
4462516,130,1
4496248,528,11
4504233,18,1
4533634,1138,6
4556909,528,3
4584710,460,2
4592304,267,1
4646017,3137,31
4661508,579,73
4694499,32,1
4723688,952,15
4750309,182,1
4841653,365,6
4908735,496,5
4941240,162,4
5010957,176,1
5025956,148,2
5077801,251,1
5081341,397,4
5085258,471,5
5094353,289,1
5114651,5,1
5131717,383,12
5150258,438,4
5156208,160,1
5163903,497,1
5167550,207,8
5199670,1750,18
5200970,82,5
5209905,788,19
5268816,694,7
5270988,192,3
5278095,174,1
5279739,71,3
5287492,84,2
5293253,192,4
5298764,853,4
5303293,373,2
5311647,554,22
5313367,29,2
5317123,89,5
5336948,107,1
5349123,584,8
5349592,73,3
5350133,123,4
5352376,701,14
5366298,611,4
5367527,572,9
5368932,45,5
5375875,204,6
5399418,185,2
5401703,360,42
5404033,429,1
5414073,21,2
5416535,219,6
5416685,190,12
5432276,374,1
5433083,438,12
5446150,402,9
5446250,128,5
5446430,148,6
5450699,165,2
5453897,1606,12
5455423,237,7
5460303,43,6
5474328,316,1
5474649,170,7
5492289,108,2
5494477,377,4
5500918,11,1
5503433,380,2
5506470,233,3
5508858,290,4
5512734,128,1
5529897,313,2
5539177,795,6
5540034,110,3
5551109,58,2
5555802,406,1
5568682,286,1
5576738,13,1
5578092,2090,5
5578696,71,2
5594596,70,5
5596744,210,1
5602799,418,31
5617332,216,10
5619899,492,2
5628373,357,15
5633843,122,1
5637810,446,13
5644815,328,4
5655727,366,3
5658729,161,2
5662157,239,2
5662238,156,3
5669896,185,4
5698812,483,31
5707476,306,10
5717011,269,2
5722107,224,4
5723839,514,14
5732202,27,2
5733265,202,1
5763235,264,2
5795619,505,10
5799376,59,2
5799945,179,6
5811065,75,2
5812163,123,1
5813130,170,23
5834307,264,6
5836406,540,2
5839649,94,4
5866992,417,7
5869762,160,12
5874022,172,5
5876561,152,2
5882357,372,59
5898268,131,4
5905950,630,14
5907072,155,3
5909502,1317,34
5910972,397,5
5925546,73,1
5932894,157,10
5939385,279,3
5963727,75,3
5980803,304,1
5983284,110,6
5998070,123,3
6051001,138,1
6062338,200,1
6070945,251,8
6099497,82,1
6105420,135,5
6124916,155,1
6131489,240,24
6131605,577,2
6133134,143,8
6137660,275,1
6182422,30,4
6184421,169,4
6188225,220,2
6263941,39,1
6264495,109,2
6299257,420,24
6360409,535,27
6361065,486,8
6381428,313,2
6388009,47,2
6403418,12,3
6432335,219,3
6452350,152,1
6477003,175,1
6494660,95,1
6495026,197,1
6515413,126,5
6533480,245,3
6625454,39,1
6669914,223,1
6672894,295,1
6686128,454,21
6690040,233,8
6692014,218,4
6697163,37,3
6711701,707,2
6716926,431,2
6743534,57,2
6759860,221,14
6767206,73,1
6781739,123,2
6800186,76,2
6818686,67,2
6825220,136,1
6839717,69,6
6848263,401,1
6854306,19,4
6855226,183,3
6862416,40,2
6899957,55,1
6913809,509,6
6915328,313,3
45815,497,13
47295,174,4
82918,1001,6
121526,137,1
139584,37,1
213146,113,1
242299,138,1
243192,135,2
267505,133,7
290610,87,1
298341,41,1
374283,365,6
454884,324,8
475817,441,10
500952,636,9
505244,272,3
514503,162,2
527929,138,1
552089,767,9
581521,16,1
699799,396,20
708769,274,4
786708,238,3
794946,16,2
827620,144,1
856358,419,1
863113,121,3
936727,450,20
1003238,997,27
1043126,722,48
1051286,10,2
1060293,73,1
1112354,219,2
1119351,142,2
1124932,40,1
1156098,233,5
1182468,72,4
1204361,508,12
1205959,551,10
1219338,12,1
1220802,61,1
1289164,137,2
1308738,348,1
1322362,5,1
1379170,155,12
1401836,343,5
1403345,116,1
1427760,149,1
1430624,523,5
1441001,72,4
1448485,118,5
1472743,4,1
1532040,508,2
1534585,179,1
1551359,272,7
1567770,74,1
1571276,217,2
1590598,162,6
1609444,324,1
1645744,296,5
1655453,66,2
1763166,11,1
1851534,132,1
1875393,87,2
1896412,240,10
1901390,110,1
1948398,205,5
1957934,32,6
1982046,138,2
1982381,178,10
1985579,131,1
2049566,439,11
2054103,569,20
2064039,587,1
2085356,228,7
2093374,20,2
2100356,208,7
2103716,55,1
2105636,67,1
2108040,99,1
2238969,72,2
2266725,150,2
2268398,20,6
2269705,6,1
2273904,391,6
2283231,570,4
2301323,75,3
2327256,110,4
2337038,312,4
2345990,422,2
2349370,88,2
2350298,56,2
2352983,138,4
2359295,185,3
2373221,100,2
2380992,364,14
2401027,189,15
2405165,475,2
2426297,135,1
2432206,40,2
2441350,67,3
2453115,68,1
2475698,453,16
2487007,185,5
2490165,244,2
2498256,48,1
2514810,20,6
2529869,204,7
2534466,335,3
2539846,50,2
2560905,64,2
2562456,251,5
2567324,302,29
2589416,106,3
2608051,108,1
2609979,51,1
2615018,104,2
2618397,96,1
2621663,88,1
2626637,52,3
2628615,40,1
2631365,121,15
2637148,257,1
2645177,120,4
2646866,54,1
2652957,95,1
2676153,226,10
2683867,34,3
2693930,12,1
2706626,141,3
2718034,165,5
2732636,190,1
2734691,161,14
2745199,315,1
2746923,9,1
2747788,193,1
2762921,30,4
2767221,73,3
2768000,96,1
2773460,18,1
2783986,303,8
2791630,149,4
2804002,87,3
2818335,83,2
2867208,23,1
2874473,60,2
2883452,28,1
2899398,127,2
2905443,7,1
2911839,156,2
2915451,17,1
2921317,19,3
2927985,53,1
2953186,85,4
2971506,74,1
2998144,37,1
3006607,357,29
3045394,9,2
3052158,1598,56
3069850,104,3
3079044,203,1
3091724,49,6
3109194,22,1
3111077,12,2
3112971,221,16
3139473,30,6
3140214,67,1
3179206,149,1
3181139,139,3
3182154,1163,9
3189659,32,2
3202829,25,1
3228998,47,3
3230766,184,12
3230989,97,4
3234861,45,1
3237912,83,3
3268352,65,9
3273777,91,5
3279900,73,2
3313145,96,5
3323505,55,2
3326335,55,1
3328820,180,1
3341611,349,1
3343088,16,1
3353711,190,9
3353895,69,2
3370419,56,1
3370577,103,12
3398412,26,4
3403388,25,1
3405649,9,1
3432967,270,1
3438320,287,1
3439201,10,1
3445450,93,1
3471279,2115,42
3477365,40,1
3484431,38,1
3500343,16,1
3505777,226,1
3527193,243,18
3537907,4,1
3557876,21,2
3615310,343,6
3616865,31,2
3636973,124,3
3643869,43,2
3658533,33,5
3681411,629,2
3685855,81,8
3686099,175,13
3689933,217,2
3718434,49,2
3723848,111,10
3750739,68,2
3762682,75,2
3765371,10,1
3770144,27,1
3770533,61,9
3788626,63,2
3807581,75,3
3812776,163,2
3815610,138,1
3835824,49,1
3869475,84,2
3873700,42,1
3905956,84,3
3906256,121,10
3959760,53,6
4009752,37,4
4020076,38,1
4023722,10,1
4032572,120,1
4043539,73,3
4045735,25,4
4086439,161,1
4090229,133,2
4139837,81,6
4148223,72,1
4150128,427,9
4163141,17,1
4168504,208,22
4182579,889,8
4184203,9,1
4222575,14,2
4249859,52,2
4257922,52,4
4263209,39,1
4264490,66,7
4269034,396,5
4282407,35,2
4283274,21,2
4285524,65,3
4294993,138,5
4300004,72,2
4321141,198,10
4351428,55,2
4358439,142,4
4368156,530,9
4374765,126,8
4384336,43,1
4392270,18,3
4396008,21,1
4399617,15,3
4399620,36,1
4400225,10,1
4404056,108,4
4405581,163,1
4408975,40,1
4423930,30,4
4424353,40,1
4430322,42,5
4433776,61,1
4447107,90,14
4448320,117,8
4453245,104,1
4456088,7,2
4483309,114,1
4514172,70,17
4517892,36,1
4523314,46,2
4526355,144,20
4527806,342,10
4540366,18,2
4543605,54,1
4553826,88,1
4572487,56,8
4594139,10,1
4611054,399,5
4621525,92,4
4625133,48,1
4630467,24,1
4652152,53,2
4669682,210,10
4672094,95,1
4686717,14,2
4699769,70,4
4711539,181,5
4712290,11,2
4714254,120,1
4719600,18,3
4754034,176,5
4761196,135,2
4764232,25,1
4769232,131,2
4778902,23,1
4789273,7,1
4849139,19,2
4861795,241,11
4869382,249,3
4906056,32,2
5014082,115,18
5028224,10,2
5079914,95,3
5081252,32,4
5088130,50,1
5146856,9,1
5152210,75,4
5168159,45,1
5175365,35,1
5179030,6,1
5190264,22,1
5205273,15,1
