jogo_id,titulo,data_lancamento,win,mac,linux,avaliacao,feedback_positivo,qtd_avaliacoes,preco_final,preco_original,desconto,descricao,tags
213610,Sonic Adventure 2,2012-11-19,True,False,False,Very Positive,88,13615,9.99,9.99,0.0,Experience two unique adventures featuring both long-time heroes and new and returning villains as they battle for the fate of the world!,"['Action', 'Platformer', 'Great Soundtrack', '3D Platformer', 'Adventure', 'Fast-Paced', 'Classic', 'Replay Value', 'Singleplayer', 'Third Person', 'Local Multiplayer', 'Retro', 'Family Friendly', 'Story Rich', 'Multiplayer', 'Split Screen', 'Racing', '3D', 'Sci-fi', 'Comedy']"
373420,Divinity: Original Sin - Enhanced Edition,2015-10-27,True,True,True,Very Positive,89,18664,39.99,39.99,0.0,"Gather your party and get ready for the kick-ass new version of GameSpot's PC Game of the Year 2014. With hours of new content, new game modes, full voiceovers, split-screen multiplayer, and thousands of improvements, there's never been a better time to explore the epic world of Rivellon!","['RPG', 'Turn-Based', 'Co-op', 'Adventure', 'Fantasy', 'Party-Based RPG', 'Strategy', 'Story Rich', 'Turn-Based Combat', 'Character Customization', 'Open World', 'CRPG', 'Singleplayer', 'Local Co-Op', 'Isometric', 'Multiplayer', 'Indie', 'Turn-Based Strategy', 'Great Soundtrack', 'Split Screen']"
392160,X4: Foundations,2018-11-30,True,False,True,Mostly Positive,76,12866,24.99,49.99,50.0,"X4: FOUNDATIONS brings our most sophisticated universe SIMULATION ever. Fly every ship, EXPLORE space or manage an empire; TRADE, FIGHT, BUILD and THINK carefully, while you embark on an epic journey. Experience tons of improvements with the massive 5.00 Update!","['Exploration', 'Sandbox', 'Space', 'Building', 'Economy', 'Management', 'Space Sim', 'Trading', 'Grand Strategy', 'Strategy', 'First-Person', 'Simulation', 'Sci-fi', 'Singleplayer', 'Open World', 'Action', 'Flight', 'Atmospheric', 'Crafting', 'Survival']"
448850,Overload,2018-05-31,True,True,True,Very Positive,94,1340,29.99,29.99,0.0,"A new six-degree-of-freedom shooter with intuitive controls, amazing lighting and graphics. From the creators of Descent, Overload is the best zero-gravity robot-blasting combat ever.","['Action', '6DOF', 'FPS', 'Sci-fi', 'VR', 'First-Person', 'Great Soundtrack', 'Retro', 'Classic', 'Difficult', 'Shooter', 'Singleplayer', 'Space', 'Multiplayer', 'Robots']"
457680,OPUS: The Day We Found Earth,2016-04-22,True,True,False,Very Positive,86,1035,14.99,14.99,0.0,"Dive into the boundless galaxy and embark on an emotional adventure! Help little robot Emeth to fulfill a century-old promise by finding Earth in order to save Mankind—so step into the spaceship, operate a deep space telescope, and find out what’s out there in the unknown.","['Story Rich', 'Atmospheric', 'Visual Novel', 'Singleplayer', 'Puzzle', 'Space', 'Narration', 'Adventure', 'Female Protagonist', '2D', 'Point & Click', 'Interactive Fiction', 'Indie', 'Exploration', 'Colorful', 'Emotional', 'Anime', 'Sci-fi', 'Mystery', 'Relaxing']"
609110,Blazing Chrome,2019-07-11,True,False,False,Very Positive,90,919,16.99,16.99,0.0,"In Blazing Chrome, bring your best pal and kick some metal butts to free the humankind while enjoying a classic run’n’gun, fully loaded with action and exciting fights!","['Action', 'Retro', 'Indie', 'Side Scroller', 'Pixel Graphics', '2D', ""Shoot 'Em Up"", 'Arcade', 'Shooter', 'Local Co-Op', 'Platformer', 'Difficult', 'Female Protagonist', 'Singleplayer', 'Robots', 'Post-apocalyptic', 'Great Soundtrack', 'Co-op Campaign', 'Fast-Paced', 'War']"
798510,SUPER DRAGON BALL HEROES WORLD MISSION,2019-04-04,True,False,False,Very Positive,84,1095,59.99,59.99,0.0,"SUPER DRAGON BALL HEROES WORLD MISSION is a Tactical-Card game packed with exhilarating confrontation, deep card game strategy and a thrilling storyline taking place in the wide Dragon Ball Heroes universe!","['Strategy', 'Card Game', 'Card Battler', 'Anime', 'Multiplayer', 'Fighting', 'Singleplayer']"
1092660,Blair Witch,2019-08-30,True,False,False,Mostly Positive,77,4454,29.99,29.99,0.0,"Inspired by the cinematic lore of Blair Witch, experience a new story-driven psychological horror game that studies your reactions to fear and stress.","['Adventure', 'Horror', 'Indie', 'Psychological Horror', 'First-Person', 'Violent', 'Dog', 'Walking Simulator', 'Atmospheric', 'Dark', 'Singleplayer', 'Story Rich', 'Survival Horror', 'Investigation', 'Survival', 'Mature', 'Cinematic', 'Psychological', 'Multiplayer', 'Great Soundtrack']"
1172620,Sea of Thieves,2020-06-03,True,False,False,Very Positive,90,230124,39.99,39.99,0.0,"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.","['Adventure', 'Multiplayer', 'Open World', 'Pirates', 'Co-op', 'Action', 'Online Co-Op', 'Sailing', 'PvP', 'First-Person', 'Exploration', 'Naval', 'Funny', 'PvE', 'Massively Multiplayer', 'Atmospheric', 'Swordplay', 'FPS', 'Great Soundtrack', 'Singleplayer']"
1516400,Gaia Project,2021-05-31,True,True,True,Mostly Positive,73,235,24.99,24.99,0.0,"Gaia Project is the digital adaptation of the boardgame Gaia Project created by Helge Ostertag and Jens Drögemüller and published by ""Feuerland Verlag"". It is a 1-4 player strategy game. It plays in the same universe as Terra Mystica and continues the adventure in the far future.","['Strategy', 'Casual', 'Board Game', 'Turn-Based Strategy', 'PvP', 'Family Friendly', 'Space', 'Aliens', 'Tutorial', 'Singleplayer', 'Futuristic', 'Sci-fi', '2D', 'Hand-drawn', '3D Vision', 'Resource Management', 'Mars', 'Turn-Based Tactics', 'Tabletop', 'Choices Matter']"
1562420,FOREWARNED,2021-09-10,True,False,False,Very Positive,92,3261,12.99,12.99,0.0,"FOREWARNED is a 1-4 player co-op survival horror. Delve deep into ancient Egyptian ruins with your team of fellow archaeologists. Investigate phenomena, collect treasure, discover lore, survive danger, and banish the evil that lurks within.","['Horror', 'Online Co-Op', 'Survival Horror', 'Co-op', 'Multiplayer', 'Psychological Horror', 'VR', 'PvE', 'Survival', 'Asymmetric VR', 'Action-Adventure', 'Atmospheric', 'Dark', 'PvP', 'Exploration', 'Adventure', 'First-Person', 'Action', '3D', 'Early Access']"
230070,The Age of Decadence,2015-10-14,True,False,False,Very Positive,81,2880,12.99,12.99,0.0,"The Age of Decadence is a turn-based, hardcore role-playing game set in a low magic, post-apocalyptic fantasy world. The game features a detailed skill-based character system, multiple skill-based ways to handle quests, choices & consequences, and extensive dialogue trees.","['Turn-Based Combat', 'Choices Matter', 'Tactical RPG', 'Difficult', 'Turn-Based Tactics', 'CRPG', 'Turn-Based Strategy', 'Turn-Based', 'RPG', 'Isometric', 'Post-apocalyptic', 'Rome', 'Multiple Endings', 'Nonlinear', 'Open World', 'Story Rich', 'Dark Fantasy', 'Fantasy', 'Old School', 'Tactical']"
232430,Gone Home,2013-08-15,True,True,True,Mostly Positive,76,12359,8.99,14.99,40.0,"June 7th, 1995. 1:15 AM. You arrive home after a year abroad. You expect your family to greet you, but the house is empty. Something's not right. Where is everyone? And what's happened here? Unravel the mystery for yourself in Gone Home, a story exploration game from The Fullbright Company.","['Walking Simulator', 'Short', 'Indie', 'Exploration', 'Atmospheric', 'First-Person', 'Story Rich', 'Narrative', 'LGBTQ+', 'Female Protagonist', 'Adventure', 'Singleplayer', 'Great Soundtrack', 'Mystery', 'Interactive Fiction', ""1990's"", 'Emotional', 'Narration', 'Romance', 'Point & Click']"
305780,Echo of the Wilds,2014-06-10,True,False,False,Mostly Positive,79,128,6.99,6.99,0.0,"Echo of the Wilds is a puzzly narrativy adventure, featuring randomised wilderness survival. Explore and survive this mysterious tale of wilds. Gather resources to build gear and sustain yourself, learning new skills, lore and the intertwining interactions between the various areas, seasons, and weather.","['Survival', 'Roguelite', 'Crafting', 'Adventure', 'Sandbox', 'Exploration', 'Pixel Graphics', 'Open World', 'Singleplayer', 'Atmospheric', 'Replay Value', 'Indie', '2D', 'Mystery', 'Puzzle', 'Survival Horror', 'Simulation', 'Roguelike', 'Psychological Horror', 'GameMaker']"
949050,Virtual Villagers Origins 2,2018-10-26,True,True,False,Mixed,44,257,0.0,0.0,0.0,"Craft, build, farm, breed and solve puzzles in a village right on your computer!","['Simulation', 'Free to Play']"
984110,SYNTHETIK: Arena,2019-01-21,True,False,False,Very Positive,90,2166,0.0,0.0,0.0,"Face the varied challenges of the Machine God Zir in ARENA, a standalone expansion for Synthetik: Legion Rising! Leverage the next level in gun-play and experiment with powerful tech in varied action packed Arenas!","['Free to Play', 'Action', 'Co-op', 'Multiplayer', 'Top-Down Shooter', 'Indie', 'Roguelike', 'Shooter', 'Online Co-Op', 'Roguelite', 'Top-Down', 'Singleplayer', 'Local Co-Op', '2D', 'Cyberpunk', 'Arena Shooter']"
1150760,Gloomwood,2022-09-05,True,False,False,Very Positive,94,3050,19.99,19.99,0.0,"Trapped in a dark, Victorian city consumed by an ancient curse, you must plan your survival and daring escape using nothing but stealth, an arsenal of eccentric weapons, and your wit in this haunting adventure inspired by the immersive sims and survival horror greats of the late 90s and early 2000s.","['Early Access', 'Immersive Sim', 'Stealth', 'FPS', 'Survival Horror', 'Atmospheric', 'First-Person', 'Exploration', 'Steampunk', 'Shooter', 'PvE', 'Singleplayer', 'Gothic', 'Physics', 'Retro', 'Action', 'Lovecraftian', 'Dark', 'Resource Management', 'Mystery']"
1157220,Nebuchadnezzar,2021-02-17,True,False,True,Very Positive,81,1045,19.99,19.99,0.0,"Nebuchadnezzar is a classic isometric city builder game inviting players to experience the mysterious history and culture of ancient Mesopotamia. In the campaign, players get to rule over influential historical cities filled with magnificent monuments.","['City Builder', 'Sandbox', 'Building', 'Economy', 'Management', 'Trading', 'Isometric', 'RTS', 'Strategy', 'Tutorial', 'Historical', '2D', 'Simulation', 'Hand-drawn', 'Moddable', 'Retro', 'Foreign', 'Resource Management', 'Singleplayer', 'Indie']"
1369630,ENDER LILIES: Quietus of the Knights,2021-06-21,True,False,False,Very Positive,94,21030,24.99,24.99,0.0,"ENDER LILIES is a dark fantasy 2D action RPG about unraveling the mysteries of a destroyed kingdom. On this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. Overcome these hardships and seek the truth with the help of fallen knights.","['Metroidvania', 'Female Protagonist', 'Dark Fantasy', 'Souls-like', 'Singleplayer', 'Atmospheric', 'Great Soundtrack', 'Difficult', '2D', 'Indie', 'Multiple Endings', 'Dark', 'Post-apocalyptic', 'Medieval', 'Action RPG', 'Action', 'Hand-drawn', 'Anime', 'Dragons', 'Zombies']"
1497950,EARTH DEFENSE FORCE: WORLD BROTHERS,2021-05-27,True,False,False,Very Positive,81,561,39.99,39.99,0.0,"A new EDF adventure begins! Only this time, the action unfolds in a parallel world where the Earth is made of digital blocks. This world has befallen into chaos, as the once peaceful square Earth has been shattered into pieces. Shape aside, it is an Earth nonetheless which needs to be defended.","['Action', 'Shooter', 'Third-Person Shooter', '3D', 'Voxel', 'Cute', 'Online Co-Op', 'Co-op', 'Sci-fi', 'Multiplayer', 'Singleplayer', 'Aliens']"
1944790,Train Sim World® 3,2022-09-06,True,False,False,Very Positive,81,1613,39.99,39.99,0.0,"Conquer American mountains as you haul incredible tonnage with the workhorses of industry, get the British capital’s commuters to work in record time and race state-to-state aboard German high-speed traction. Master the machine with Train Sim World 3.","['Simulation', 'Trains', 'Driving', 'Realistic', 'Singleplayer', 'Transportation', 'First-Person', 'Relaxing', 'Family Friendly', 'Physics', 'Immersive Sim', 'Atmospheric', 'Adventure', 'Automobile Sim', 'Multiplayer', 'Open World']"
2009460,War of Wizards,2022-09-21,True,False,False,Mostly Positive,73,19,19.99,19.99,0.0,"Draw & cast your spells! Sharpen your magic skills with other players in VR! War of Wizards is a competitive VR MOBA game, where you fight in battles with other players by drawing magic spells. The bigger and more accurate you draw them, the stronger they are!","['VR', 'MOBA', 'Action', 'Strategy', 'Simulation', 'Multiplayer', 'PvP', 'RTS', 'Tactical RPG', 'First-Person', 'Immersive Sim', 'Action RPG', 'Tower Defense', 'Shooter', '3D', 'Combat', 'Realistic', 'Fantasy', 'Colorful', 'Singleplayer']"
311690,Enter the Gungeon,2016-04-05,True,True,True,Overwhelmingly Positive,96,63408,14.99,14.99,0.0,"Enter the Gungeon is a bullet hell dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.","['Bullet Hell', 'Action Roguelike', 'Roguelike', 'Pixel Graphics', 'Difficult', 'Dungeon Crawler', 'Indie', 'Local Co-Op', 'Twin Stick Shooter', 'Action', '2D', 'Multiplayer', 'Co-op', 'Top-Down', 'Shooter', 'Singleplayer', 'Roguelite', 'Loot', 'Cute', 'Funny']"
361420,ASTRONEER,2019-02-05,True,False,False,Very Positive,91,88999,29.99,29.99,0.0,A game of aerospace industry and interplanetary exploration.,"['Multiplayer', 'Open World', 'Open World Survival Craft', 'Survival', 'Space', 'Exploration', 'Base Building', 'Co-op', 'Sandbox', 'Adventure', 'Building', 'Crafting', 'Sci-fi', 'Automation', 'Singleplayer', 'Colorful', 'Third Person', 'Atmospheric', 'Simulation', 'Indie']"
385800,NEKOPARA Vol. 0,2015-08-17,True,False,False,Very Positive,94,14038,2.99,2.99,0.0,"Please note that NEKOPARA Vol. 0 is a fandisc for NEKOPARA Vol. 1What's NEKOPARA? Why, it's a cat paradise! This is a story just before Kashou opened ""La Soleil"".Enjoy a page from the leisurely, daily lives of Shigure and the Minaduki household's catgirls!","['Anime', 'Nudity', 'Sexual Content', 'Visual Novel', 'Cute', 'Mature', 'First-Person', 'Dating Sim', 'Singleplayer', 'Casual', 'Hentai', 'Story Rich', '2D', 'Indie', 'Cats', 'Romance', 'Great Soundtrack', 'Funny', 'Linear', 'Female Protagonist']"
392000,TRON RUN/r,2016-02-16,True,False,False,Mostly Positive,78,306,5.99,19.99,70.0,"Return to the world of TRON with TRON RUN/r, a new lightning fast, action-adventure runner with a twist! Hone your DISC and CYCLE skills, then challenge the grueling STREAM program that throws endless combinations of modes and levels at you until you crash – how long can you survive?","['Action', 'Racing', 'Runner', 'Cyberpunk', 'Parkour', 'Sci-fi', 'Singleplayer', 'Great Soundtrack', 'Arcade']"
674940,Stick Fight: The Game,2017-09-28,True,True,False,Very Positive,93,85171,4.99,4.99,0.0,Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.,"['Multiplayer', 'Funny', 'Fighting', 'Action', 'Local Multiplayer', '2D Fighter', '4 Player Local', 'PvP', '2D', 'Casual', 'Physics', 'Online Co-Op', 'Shooter', 'Indie', 'Local Co-Op', 'Controller', 'Co-op', 'Great Soundtrack', 'Split Screen', 'Strategy']"
867210,Songs of Conquest,2022-05-10,True,True,False,Very Positive,88,4264,29.99,29.99,0.0,"A turn-based strategy adventure game that fuses RPG, tactical combat and kingdom management. Raise mighty armies, wield ancient magic and conquer distant lands to build an empire that bards will sing about for centuries!","['Early Access', 'Strategy', 'Turn-Based Strategy', 'Adventure', 'Turn-Based Combat', 'Turn-Based Tactics', 'Pixel Graphics', 'Fantasy', 'Strategy RPG', 'Atmospheric', 'Old School', 'Singleplayer', 'Story Rich', 'Multiplayer', 'Tactical RPG', 'Tactical', 'PvP', 'Online Co-Op', '2.5D', 'Local Multiplayer']"
1266690,Dark Deception: Monsters & Mortals,2020-11-02,True,False,False,Very Positive,85,1966,4.99,4.99,0.0,Dark Deception: Monsters & Mortals is a multiplayer horror party game with multiple modes where players take on the role of monsters or mortals from Dark Deception's universe (and other universes) and fight for soul shards in nightmarish mazes!,"['Indie', 'Horror', 'Multiplayer', 'Action', 'PvP', 'Casual', 'Survival Horror', 'Co-op', 'First-Person', 'Funny']"
1461600,Project Sparrow,2022-03-11,True,False,False,Very Positive,90,1042,12.99,12.99,0.0,Awaken the archer within. Experience responsive third-person archery combat and defeat your opponents in competitive arena-based PvP combat.,"['Action', 'Archery', 'Multiplayer', 'PvP', 'Fantasy', 'Arena Shooter', 'Shooter', 'Third-Person Shooter', 'Sniper', 'Combat', 'Third Person', 'Early Access', 'Indie', '3D', 'Realistic', 'Singleplayer']"
1601970,Tunguska: The Visitation,2021-06-04,True,False,False,Very Positive,81,228,8.24,14.99,45.0,"Tunguska: The Visitation is a top-down survival RPG that brings you to the perilous Tunguska Exclusion Zone, where you'll face deadly traps, infectious mutants, bandits, and well-armed rogue military. Will you survive and thrive, or will you become Lost To The Zone?","['Post-apocalyptic', 'Atmospheric', 'Open World', 'Survival Horror', 'Twin Stick Shooter', 'Shooter', 'Top-Down', 'Action-Adventure', 'Stealth', 'Isometric', '3D', 'Third Person', 'Alternate History', 'Cold War', 'Story Rich', 'Conversation', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Crafting']"
1709170,Paradise Marsh,2022-10-13,True,True,False,Very Positive,98,177,9.99,9.99,0.0,"Stars have vanished from the sky and scattered around in a perfect wetland crawling with wildlife... Catch bugs and chat with delightful characters while wandering through peaceful scenery. But don't lose sight of the night sky, the constellations need help!","['Cute', 'Pixel Graphics', 'Adventure', 'Retro', 'Casual', 'Indie', 'Exploration', 'Relaxing', 'Procedural Generation', 'Short', 'Experimental', 'Open World', 'Walking Simulator', 'Creature Collector', 'Action', 'Colorful', 'Atmospheric', 'Mystery', 'Narration', 'Nature']"
1760250,Madden NFL 23,2022-08-18,True,False,False,Mixed,50,2996,59.99,59.99,0.0,"Play your way into the history books. Control your impact with every decision in all-new ways. Call the shots in Franchise with free agency and trade logic updates, leave a legacy in Face of the Franchise: The League, and assemble the most powerful roster in all of Madden Ultimate Team™.","['Football (American)', 'Sports', 'Management', 'PvP', 'Immersive Sim', 'eSports', 'Character Customization', '3D', 'Split Screen', 'Simulation', 'Realistic', 'Co-op', 'Local Co-Op', 'Multiplayer', 'Local Multiplayer', 'Online Co-Op', 'Singleplayer', 'Early Access', 'Anime', 'LGBTQ+']"
21690,Resident Evil 5,2009-09-15,True,False,False,Very Positive,87,23357,19.99,19.99,0.0,"This game is a port of the Games for Windows - Live version that was released in 2009. If you buy the Untold Stories Bundle here on Steam, it will be the same as upgrading to Resident Evil 5 Gold Edition.","['Action', 'Zombies', 'Co-op', 'Third-Person Shooter', 'Horror', 'Co-op Campaign', 'Online Co-Op', 'Adventure', 'Multiplayer', 'Third Person', 'Survival Horror', 'Shooter', 'Singleplayer', 'Local Co-Op', 'Female Protagonist', 'Quick-Time Events', 'Survival', 'Gore', 'Atmospheric', '3D Vision']"
702120,THE KING OF FIGHTERS '97 GLOBAL MATCH,2018-04-03,True,False,False,Mostly Positive,75,932,9.99,9.99,0.0,"KOF ’97 is the final entry in the Orochi Saga, the original storyline of the KOF series, which is still played by enthusiastic fans around the world. KOF ’97 makes a return with new features such as online matchmaking, a new gallery mode, and custom menu BGM settings!","['Action', '2D Fighter', 'Fighting', 'Arcade', 'Multiplayer', 'Anime']"
1170950,Mortal Online 2,2022-01-25,True,False,False,Mixed,60,7181,39.99,39.99,0.0,"A persistent sandbox world. No classes or levels. Train the skills you want for your own unique build. Player-driven trade, economy, and housing. Millions of crafting combinations. First-person immersive combat. Exploration. Bosses. Full loot, full PvP. The world of Nave is yours - who will you be?","['MMORPG', 'Sandbox', 'Open World', 'PvP', 'Character Customization', 'RPG', 'Exploration', 'First-Person', 'Swordplay', 'Medieval', 'Fantasy', 'Magic', 'Crafting', 'Survival', 'Adventure', 'Old School', 'Massively Multiplayer', 'Combat', 'Multiplayer', 'Gore']"
1367320,Close Combat: Cross of Iron,2020-07-23,True,False,False,Very Positive,84,86,39.99,39.99,0.0,"In Close Combat: Cross of Iron you start off as a junior officer leading your men into battle in real-time, focusing on the Eastern Front of World War II. Earn promotions as you deal with an unforgiving enemy. Fight and survive through the frozen winter, hot dusty summer and muddy autumn.","['Simulation', 'Strategy', 'RTS', 'Real Time Tactics', 'Fighting', 'Wargame', 'World War II', 'Military', '2D', 'Tactical', 'PvP', 'Artificial Intelligence', 'Multiplayer', 'Singleplayer', 'Combat']"
2088340,Bratz™: Flaunt your fashion,2022-11-04,True,False,False,Mixed,67,141,39.99,39.99,0.0,The Bratz Pack has arrived– show the world your passion for fashion in a globe-trotting adventure to become the best style reporter!,"['Casual', 'Character Customization', 'Exploration', 'Adventure', 'Family Friendly', 'Simulation', 'Cartoon', 'Singleplayer', 'Minigames', 'Female Protagonist', 'Cute']"
249630,Delver,2018-02-01,True,True,True,Very Positive,87,2246,14.99,14.99,0.0,"Delve into the shifting dungeons on your hunt for the Yithidian orb, but getting it might just be the easy part. Delver is a single player first-person action roguelike dungeon crawler, just like you wished they used to make.","['Dungeon Crawler', 'First-Person', 'RPG', 'Action Roguelike', 'Indie', 'Pixel Graphics', 'Roguelite', 'Adventure', 'Action', 'Roguelike', 'Perma Death', 'Singleplayer', 'Procedural Generation', 'Great Soundtrack', 'Retro', 'FPS', 'Early Access', 'Moddable', 'Fantasy', 'Atmospheric']"
385380,Planet Centauri,2016-06-03,True,True,True,Very Positive,80,1609,14.99,14.99,0.0,"Embark on your greatest adventure to Planet Centauri! Explore hidden dungeons, capture and tame monsters, build and protect a NPC community, craft your own weapons and create your own magic spells! Develop and raise the Planet Centauri to the heavens as the cradle of a new civilization!","['Exploration', 'Sandbox', '2D', 'Pixel Graphics', 'Colorful', 'Creature Collector', 'Open World', 'Mining', 'Indie', 'Multiplayer', 'Crafting', 'RPG', 'Adventure', 'Loot', 'Early Access', 'Building', 'Singleplayer', 'Side Scroller', 'Magic', 'Platformer']"
432980,INVERSUS Deluxe,2016-08-16,True,False,False,Very Positive,89,229,14.99,14.99,0.0,INVERSUS is is a competitive and cooperative arcade shooter for 1 to 4 players online or on the couch. Fight for territory in a dynamic negative-space map where open paths for your team are the walls of your opponent's team. Strategize and trap the enemy to win!,"['Bullet Hell', ""Shoot 'Em Up"", 'Top-Down Shooter', 'PvP', 'Competitive', 'Puzzle', 'Shooter', 'Arcade', '2D', 'Top-Down', 'Controller', 'Team-Based', 'Action', 'Casual', 'Abstract', 'Minimalist', 'Family Friendly', 'Score Attack', 'Retro', 'Old School']"
569480,Kingdoms and Castles,2017-07-20,True,True,True,Very Positive,92,22923,14.99,14.99,0.0,"Kingdoms and Castles is a city-building simulation game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle. Make trade agreements, alliance, and war with neighboring AI controlled kingdoms. Each villager and resource is individually simulated.","['City Builder', 'Colony Sim', 'Strategy', 'Medieval', 'Building', 'Simulation', 'Sandbox', 'Resource Management', 'Singleplayer', 'Base Building', 'Survival', 'Management', 'RTS', 'Action', 'Economy', 'Colorful', 'Great Soundtrack', 'Open World', 'Relaxing', 'Crafting']"
613830,CHRONO TRIGGER®,2018-02-27,True,False,False,Very Positive,87,6452,14.99,14.99,0.0,"The timeless RPG classic returns loaded with upgrades! Journey to the forgotten past, to the far future, and to the end of time. A big adventure to save the planet, now begins…","['RPG', 'JRPG', 'Classic', 'Story Rich', 'Great Soundtrack', 'Time Travel', 'Singleplayer', 'Fantasy', 'Retro', 'Turn-Based', 'Pixel Graphics', '2D', 'Cult Classic', 'Anime', 'Multiple Endings', 'Sci-fi', 'Replay Value', 'Adventure', 'Action', 'Silent Protagonist']"
1192440,The Monster Breeder,2022-01-19,True,False,False,Very Positive,100,86,19.99,19.99,0.0,"Turn-based fantasy gladiatorial game with monster breeding. Crossbreed various species to create monster hybrids for gladiatorial combat. Manipulate creatures’ traits with surgery, magic, and alchemy. Manage your enterprise, craft items and upgrade your base. Fight in the arena for gold and glory!","['Early Access', 'Strategy RPG', 'Sandbox', 'Simulation', 'Management', 'Strategy', 'Turn-Based', 'RPG', 'Turn-Based Strategy', 'Turn-Based Combat', '3D', 'Indie', 'Medieval', 'Perma Death', 'Creature Collector', 'Fantasy', 'Tactical RPG', 'Singleplayer', 'Roguelite', 'Crafting']"
1238840,Battlefield™ 1,2020-06-11,True,False,False,Very Positive,86,92599,39.99,39.99,0.0,"Battlefield™ 1 takes you back to The Great War, WW1, where new technology and worldwide conflict changed the face of warfare forever.","['FPS', 'Multiplayer', 'World War I', 'War', 'Shooter', 'Singleplayer', 'Action', 'First-Person', 'Atmospheric', 'PvP', 'Historical', 'Massively Multiplayer', 'Destruction', 'Open World', 'Gore', 'Tanks', 'Physics', 'Violent', 'Mature', 'Great Soundtrack']"
1295270,SaGa Frontier Remastered,2021-04-15,True,False,False,Very Positive,92,404,24.99,24.99,0.0,"The beloved 1998 RPG Classic, SaGa Frontier, is reborn with improved graphics, additional features, and a new main character!","['RPG', 'JRPG', '2D', 'Party-Based RPG', 'Singleplayer', 'Turn-Based', 'Drama', 'Turn-Based Combat', 'Soundtrack', 'Story Rich', 'Anime', 'Great Soundtrack']"
1324340,Made in Abyss: Binary Star Falling into Darkness,2022-09-02,True,False,False,Mostly Positive,75,893,29.99,59.99,50.0,"Experience the awesome power of the Curse of the Abyss, as well as the astonishing, legendary entities known as primeval creatures. Prepare to glimpse the world of Riko and her friends.","['Action', 'Adventure', 'Anime', 'Action RPG', 'Action-Adventure', '3D Platformer', 'Exploration', 'Dungeon Crawler', '3D', 'Colorful', 'Third Person', 'Dark Fantasy', 'Atmospheric', 'Crafting', 'Fantasy', 'Management', 'Survival', 'Character Customization', 'Combat', 'Female Protagonist']"
1582680,Trolley Problem Inc.,2022-04-21,True,False,False,Mixed,67,660,10.99,10.99,0.0,"Trolley Problem, Inc. is a darkly comedic narrative game based on real-world philosophical papers, in which you are asked to make a series of impossible choices from two awful answers. Wrestle with your moral compass, decide the fate of millions – and compare your choices with the rest of the world.","['Choices Matter', 'Indie', 'Dark Humor', 'Life Sim', 'Casual', 'Simulation', 'Minimalist', 'Immersive Sim', 'Text-Based', 'Artificial Intelligence', 'Comedy', 'Education', 'Capitalism', 'Philosophical', 'Funny', 'Singleplayer', 'Satire', 'Surreal', 'Underground', 'Co-op']"
1765780,ADACA,2022-07-25,True,False,False,Very Positive,94,360,24.99,24.99,0.0,A Sci-fi FPS set on the mysterious planet ADACA. - Use your GRAVITY-MANIPULATING arm to HURL objects at your foes or even RIP weapons directly from their hands! - EXPLORE and manipulate the environment in this EERIE and HOSTILE world!,"['FPS', 'Old School', 'Atmospheric', 'Exploration', 'Horror', 'Retro', 'Dystopian', 'Action', 'Open World', 'PvE', 'Shooter', 'Lore-Rich', 'Sci-fi', 'Linear', 'Story Rich', 'Colorful', 'Combat', 'First-Person', '3D', 'Stylized']"
13540,Tom Clancy's Rainbow Six® Vegas,2008-04-09,True,False,False,Very Positive,80,935,9.99,9.99,0.0,"Tom Clancy's Rainbow Six makes its next-generation hardware debut in the most dramatic installment of the renowned first-person shooter franchise to date. Rainbow operatives take to the chaotic streets of Las Vegas as an escalating terrorist siege in 'Sin City' threatens to take world terrorism to new, uncontrollable heights.","['Action', 'FPS', 'Tactical', 'Singleplayer', 'Co-op', 'Shooter', 'Multiplayer', 'First-Person', 'Online Co-Op', 'Stealth', 'Classic', 'Difficult', 'Third-Person Shooter', 'Military']"
450540,Hot Dogs Horseshoes & Hand Grenades,2016-04-05,True,False,False,Overwhelmingly Positive,97,16620,19.99,19.99,0.0,"Do you like hot dogs? How about horseshoes? Hand grenades? (everyone likes hand grenades) Anyway, we've got all that, and guns. SO MANY GUNS. So if you like ordnance, meat, and far too many groan-worthy puns, this is the VR sandbox game for you.","['Sandbox', 'Physics', 'FPS', 'Shooter', 'VR', 'Simulation', 'First-Person', 'Gun Customization', 'Funny', 'Realistic', 'Moddable', 'Action', 'Comedy', 'Destruction', 'Atmospheric', 'Memes', 'America', 'Singleplayer', 'Early Access', 'Indie']"
